YEAR,QUARTER,AIRLINE NAME,CITY1,CITY2,PASSENGERS ON WAY,PASSENGERS RETURN,FREIGHT FROM CITY1 TO CITY2,FREIGHT FROM CITY2 TO CITY1
2015,Q3,FEDERAL EXPRESS,BAHRAIN,MANGALORE,2770,3964,0,0.8
2015,Q3,FINN AIR,BAHRAIN,MUMBAI,28858,35790,45,980.6
2015,Q3,FLY DUBAI,BAHRAIN,TRIVANDRUM,13380,12644,18,339.7
2015,Q3,GULF AIR,BANGKOK,AHMEDABAD,1707,0,0,0
2015,Q3,IRAN AIR,BANGKOK,BENGALURU,22816,24321,830.7,655.3
2015,Q3,IRAQI AIRWAYS,BANGKOK,CHENNAI,19389,21927,1146.7,912.9
2015,Q3,ISLAND AVIATION SERVICES,BANGKOK,DELHI,85700,87939,3020.8,930.5
2015,Q3,JAPAN AIRLINES,BANGKOK,GAYA,0,0,0,0
2015,Q3,KALITTA AIR,BANGKOK,HYDERABAD,12895,14016,417.9,553.3
2015,Q3,KAM AIR,BANGKOK,KOLKATA,67568,67056,700.2,1100.5
2015,Q3,KENYA AIRWAYS,BANGKOK,MUMBAI,71849,74987,3884.2,1666.9
2015,Q3,KLM AIRLINES,BANGKOK,VARANASI,0,0,0,0
2015,Q3,KOREAN AIR,BIRMINGHAM,AMRITSAR,4691,3924,0,0
2015,Q3,KUWAIT AIRWAYS,BIRMINGHAM,DELHI,12338,12925,173.8,136.4
2015,Q3,LUFTHANSA,BISHKEK,DELHI,1993,3007,4.2,51.4
2015,Q3,MAHAN AIR,BRUSELLS,DELHI,9369,10290,482.7,656
2015,Q3,MALAYSIA AIRLINES,BRUSELLS,MUMBAI,13356,12393,724.6,617.1
2015,Q3,MALINDO AIRWAYS,CAIRO,MUMBAI,3702,4169,2.4,20.9
2015,Q3,MIHIN LANKA,CHICAGO,DELHI,16009,18917,381.7,237.6
2015,Q3,MYANMAR AIRLINES,CHICAGO,HYDERABAD,5449,8695,0,0
2015,Q3,NEPAL AIRLINES CORPORATION,CHITTAGONG,KOLKATA,8955,8932,0,0.1
2015,Q3,OMAN AIR,COLOGNE,MUMBAI,0,0,0,1186.9
2015,Q3,PAK INTERNATIONAL,COLOMBO,BENGALURU,15400,14899,547.7,523.3
2015,Q3,QATAR AIRWATYS,COLOMBO,CHENNAI,85376,92890,1132,2305.2
2015,Q3,REGENT AIRWAYS,COLOMBO,DELHI,23088,23871,281.8,207.7
2015,Q3,SAFI AIRWAYS,COLOMBO,GAYA,2066,1526,0,0
2015,Q3,SAUDIA,COLOMBO,KOCHI,20643,23489,26.9,456.2
2015,Q3,SILK AIR,COLOMBO,KOLKATA,3069,2909,1.4,0.2
2015,Q3,SINGAPORE AIRLINES,COLOMBO,MADURAI,16532,17663,0,0
2015,Q3,SRILNKAN AIRWAYS,COLOMBO,MUMBAI,35140,35703,320.2,472.6
2015,Q3,SWISS AIR,COLOMBO,TIRUCHIRAPALLY,20820,23591,11.6,446.3
2015,Q3,TAJIK AIR,COLOMBO,TRIVANDRUM,13282,11787,33.8,343.1
2015,Q3,THAI AIR ASIA,COLOMBO,VARANASI,2485,2003,0,0.2
2015,Q3,THAI AIRWAYS,DAMMAM,BENGALURU,1411,1442,0,69.6
2015,Q3,TIGER AIRWAYS,DAMMAM,CHENNAI,1720,1948,0,26.9
2015,Q3,TRANSAERO AIRLINES,DAMMAM,DELHI,25941,22901,141.3,141.8
2015,Q3,TURKISH AIRLINES,DAMMAM,HYDERABAD,4956,4868,2.3,13.6
2015,Q3,TURKMENISTAN AIRLINES,DAMMAM,KOCHI,14885,16090,3,283.3
2015,Q3,UNITED AIRLINES,DAMMAM,KOZHIKODE,20128,17998,9.3,304.6
2015,Q3,UNITED AIRLINES BANGLADESH LTD.,DAMMAM,MANGALORE,5892,5689,1.1,0
2015,Q3,UNITED PARCEL SERVICES,DAMMAM,MUMBAI,12265,12778,12.8,137.1
2015,Q3,UZBEKISTAN AIRWAYS,DAMMAM,TRIVANDRUM,12970,13183,2.3,250.2
2015,Q3,VIRGIN ATLANTIC AIRLINES,DHAKA,CHENNAI,3331,2495,29.6,91.2
2015,Q3,YEMENIA AIRWAYS,DHAKA,DELHI,11851,12136,175.8,154.7
2015,Q3,AIR INDIA,DHAKA,KOLKATA,41091,42706,194,469.2
2015,Q3,AIR INDIA EXPRESS,DHAKA,MUMBAI,8397,13091,240.6,112.3
2015,Q3,INDIGO,DOHA,AHMEDABAD,13199,13778,199.9,1087.7
2015,Q3,JET AIRWAYS,DOHA,AMRITSAR,12250,12479,5.2,45.7
2015,Q3,SPICEJET,DOHA,BENGALURU,21515,24269,1348,2598.6
2015,Q3,AEROFLOT,DOHA,CHENNAI,23400,24765,2895.1,3792.6
2015,Q3,AEROLOGIC,DOHA,DELHI,53297,47973,2553,3807
2015,Q3,AIR ARABIA,DOHA,GOA,10767,12109,5.7,201.8
2015,Q3,AIR ASIA BERHAD,DOHA,HYDERABAD,15056,15084,157.6,905.6
2015,Q3,AIR ASTANA,DOHA,KOCHI,50833,51998,121.2,2210.9
2015,Q3,AIR AUSTRAL,DOHA,KOLKATA,10443,10239,641.2,495.8
2015,Q3,AIR CHINA,DOHA,KOZHIKODE,35253,34110,5.7,535.8
2015,Q3,AIR FRANCE,DOHA,MANGALORE,2858,3701,0,0.1
2015,Q3,AIR MANAS,DOHA,MUMBAI,50475,56631,3509.9,4412
2015,Q3,AIR MAURITIUS,DOHA,TRIVANDRUM,24930,25680,6.5,474.1
2015,Q3,AIR SEYCHELLES,DON MUEANG,BENGALURU,2552,2720,0,0
2015,Q3,ALL NIPPON AIRWAYS,DON MUEANG,CHENNAI,8646,8705,91.9,80.2
2015,Q3,ARIANA AFGHAN,DUBAI,AHMEDABAD,42186,46109,513.5,1662.3
2015,Q3,ASIANA AIRLINES,DUBAI,AMRITSAR,13687,15617,0.9,3
2015,Q3,AUSTRIAN AIRLINES,DUBAI,BENGALURU,81456,87533,2891.3,6216
2015,Q3,BANGKOK AIRWAYS,DUBAI,CHENNAI,105189,120716,3020.7,5279.8
2015,Q3,BHUTAN AIRLINES,DUBAI,DELHI,190610,201312,3743.4,10128.9
2015,Q3,BIMAN BANGLADESH,DUBAI,GOA,6100,5668,0.2,0
2015,Q3,BRITISH AIRWAYS,DUBAI,HYDERABAD,106335,112220,864.7,3191.6
2015,Q3,BUDHHA AIR,DUBAI,JAIPUR,6493,8250,0.4,0
2015,Q3,CATHAY PACIFIC,DUBAI,KOCHI,126471,139158,525.6,5681
2015,Q3,CHINA AIRLINES LTD,DUBAI,KOLKATA,32589,36684,1219.3,2829
2015,Q3,CHINA EASTERN AIRLINES,DUBAI,KOZHIKODE,45252,42814,7.7,515.9
2015,Q3,CHINA SOUTHERN ,DUBAI,LUCKNOW,21777,21590,2.6,30.4
2015,Q3,DRAGON AIR,DUBAI,MADURAI,14674,15074,0,0
2015,Q3,DRUK AIR,DUBAI,MANGALORE,40648,42510,2.3,128.8
2015,Q3,EGYPT AIR,DUBAI,MUMBAI,232331,263796,4448.2,11726.4
2015,Q3,EL-AL-ISRAEL,DUBAI,PUNE,14726,19849,0,0
2015,Q3,EMIRATES AIRLINE,DUBAI,TIRUCHIRAPALLY,15161,15358,1.2,51.4
2015,Q3,ETHIOPIAN AIRLINES,DUBAI,TRIVANDRUM,67890,75124,156.8,3519.7
2015,Q3,ETIHAD AIRLINES,DUBAI,VISAKHAPATNAM,3711,4155,0,0
2015,Q3,EVA AIRWAYS,DUSHANBE,DELHI,541,786,3.3,6.7
2015,Q3,FEDERAL EXPRESS,FRANKFURT,BENGALURU,18988,19992,2006.9,882.6
2015,Q3,FINN AIR,FRANKFURT,CHENNAI,20910,23903,1024.5,892.5
2015,Q3,FLY DUBAI,FRANKFURT,DELHI,53126,55504,942.6,1646.8
2015,Q3,GULF AIR,FRANKFURT,HYDERABAD,0,0,380.5,1362.1
2015,Q3,IRAN AIR,FRANKFURT,KOLKATA,0,0,0,0
2015,Q3,IRAQI AIRWAYS,FRANKFURT,MUMBAI,26954,30036,4574.9,1970.6
2015,Q3,ISLAND AVIATION SERVICES,FRANKFURT,PUNE,3791,3958,0,0
2015,Q3,JAPAN AIRLINES,GUANGZHOU,DELHI,17749,16487,2045.7,389.9
2015,Q3,KALITTA AIR,GUANGZHOU,MUMBAI,0,0,0,306.3
2015,Q3,KAM AIR,HAA DHAALU ATOLL,TRIVANDRUM,462,477,0,2.5
2015,Q3,KENYA AIRWAYS,HELNSKI,DELHI,8242,8386,415.5,580.4
2015,Q3,KLM AIRLINES,HO CHI MINH CITY,DELHI,148,73,0,6.4
2015,Q3,KOREAN AIR,HO CHI MINH CITY,MUMBAI,1680,1008,0.4,43.4
2015,Q3,KUWAIT AIRWAYS,HONG KONG,BENGALURU,13861,13156,899.5,839
2015,Q3,LUFTHANSA,HONG KONG,CHENNAI,17934,18275,5796.9,3702.2
2015,Q3,MAHAN AIR,HONG KONG,DELHI,64310,62951,22487.6,3800.7
2015,Q3,MALAYSIA AIRLINES,HONG KONG,HYDERABAD,9345,10184,680.9,1216.1
2015,Q3,MALINDO AIRWAYS,HONG KONG,KOLKATA,0,0,429,572.5
2015,Q3,MIHIN LANKA,HONG KONG,MUMBAI,53883,51436,5620.3,4315.7
2015,Q3,MYANMAR AIRLINES,ISTANBUL,DELHI,23138,23182,1138.7,978.2
2015,Q3,NEPAL AIRLINES CORPORATION,ISTANBUL,MUMBAI,26629,28171,1271,2038.5
2015,Q3,OMAN AIR,JEDDAH,BENGALURU,4243,5131,32.1,307
2015,Q3,PAK INTERNATIONAL,JEDDAH,CHENNAI,6886,9121,99,643
2015,Q3,QATAR AIRWATYS,JEDDAH,DELHI,21397,21612,317.8,683.1
2015,Q3,REGENT AIRWAYS,JEDDAH,HYDERABAD,16693,16773,25.5,350.6
2015,Q3,SAFI AIRWAYS,JEDDAH,KOCHI,33868,38158,29.5,2289.3
2015,Q3,SAUDIA,JEDDAH,KOZHIKODE,0,0,0,0
2015,Q3,SILK AIR,JEDDAH,LUCKNOW,10001,11047,11.5,38.8
2015,Q3,SINGAPORE AIRLINES,JEDDAH,MUMBAI,37860,40790,31.8,1149.3
2015,Q3,SRILNKAN AIRWAYS,KABUL,DELHI,27081,20488,103.3,520.7
2015,Q3,SWISS AIR,KARACHI,DELHI,720,1446,0.4,8
2015,Q3,TAJIK AIR,KARACHI,MUMBAI,1737,2941,1.5,71.4
2015,Q3,THAI AIR ASIA,KATHMANDU,BENGALURU,0,5,0,0
2015,Q3,THAI AIRWAYS,KATHMANDU,DELHI,64594,68379,147.2,363
2015,Q3,TIGER AIRWAYS,KATHMANDU,KOLKATA,2628,2756,0,4.8
2015,Q3,TRANSAERO AIRLINES,KATHMANDU,MUMBAI,5920,6663,34.5,40.6
2015,Q3,TURKISH AIRLINES,KATHMANDU,VARANASI,0,0,0,0
2015,Q3,TURKMENISTAN AIRLINES,KUALALUMPUR,BENGALURU,16636,16457,497.8,545.2
2015,Q3,UNITED AIRLINES,KUALALUMPUR,CHENNAI,23654,28513,1189.9,823.5
2015,Q3,UNITED AIRLINES BANGLADESH LTD.,KUALALUMPUR,DELHI,42193,41147,1122.7,1286.2
2015,Q3,UNITED PARCEL SERVICES,KUALALUMPUR,GOA,1250,1017,15.6,10.9
2015,Q3,UZBEKISTAN AIRWAYS,KUALALUMPUR,HYDERABAD,12929,13512,167.1,172.2
2015,Q3,VIRGIN ATLANTIC AIRLINES,KUALALUMPUR,KOCHI,23955,24277,12,87.1
2015,Q3,YEMENIA AIRWAYS,KUALALUMPUR,KOLKATA,12921,11120,65.8,170.6
2015,Q3,AIR INDIA,KUALALUMPUR,MUMBAI,32673,32112,870.1,981.1
2015,Q3,AIR INDIA EXPRESS,KUALALUMPUR,TIRUCHIRAPALLY,58870,57262,0.1,836.4
2015,Q3,INDIGO,KUALALUMPUR,TRIVANDRUM,1518,1267,0,3.8
2015,Q3,JET AIRWAYS,KUALALUMPUR,VISAKHAPATNAM,3879,4022,0,0
2015,Q3,SPICEJET,KUNMING,KOLKATA,6733,7006,38.1,84.8
2015,Q3,AEROFLOT,KUWAIT,AHMEDABAD,2371,2240,15.5,0
2015,Q3,AEROLOGIC,KUWAIT,BENGALURU,886,1385,0.8,0
2015,Q3,AIR ARABIA,KUWAIT,CHENNAI,16696,17664,75.1,680.3
2015,Q3,AIR ASIA BERHAD,KUWAIT,DELHI,11435,11110,243.4,283.6
2015,Q3,AIR ASTANA,KUWAIT,GOA,2003,2487,21.9,0
2015,Q3,AIR AUSTRAL,KUWAIT,HYDERABAD,2196,1957,9.2,0.1
2015,Q3,AIR CANADA,KUWAIT,KOCHI,18499,19225,37.3,289.7
2015,Q3,AIR CHINA,KUWAIT,KOZHIKODE,5800,5674,14.6,11.7
2015,Q3,AIR FRANCE,KUWAIT,MANGALORE,2708,2600,3.9,0
2015,Q3,AIR MANAS,KUWAIT,MUMBAI,39712,43844,67.2,1579.5
2015,Q3,AIR MAURITIUS,KUWAIT,TRIVANDRUM,9831,9879,24.2,476.7
2015,Q3,AIR SEYCHELLES,LAHORE,DELHI,501,1651,19.8,8.3
2015,Q3,ALL NIPPON AIRWAYS,LEIPZIG,BENGALURU,0,0,0,2.9
2015,Q3,ARIANA AFGHAN,LEIPZIG,DELHI,0,0,1037.2,2629.5
2015,Q3,ASIANA AIRLINES,LONDON,AHMEDABAD,3522,3239,0,0
2015,Q3,AUSTRIAN AIRLINES,LONDON,AMRITSAR,0,1705,0,0
2015,Q3,BANGKOK AIRWAYS,LONDON,BENGALURU,20127,23022,740,1283
2015,Q3,BHUTAN AIRLINES,LONDON,CHENNAI,15628,17772,572,988
2015,Q3,BIMAN BANGLADESH,LONDON,DELHI,119157,118774,5133.8,6595
2015,Q3,BRITISH AIRWAYS,LONDON,HYDERABAD,15664,17965,464,817
2015,Q3,BUDHHA AIR,LONDON,MUMBAI,106485,115865,4932.6,6890.9
2015,Q3,CATHAY PACIFIC,LUXEMBOURG,CHENNAI,0,0,0,0
2015,Q3,CHINA AIRLINES LTD,LUXEMBOURG,DELHI,0,0,0,0
2015,Q3,CHINA EASTERN AIRLINES,MALE,BENGALURU,3732,3678,0,0
2015,Q3,CHINA SOUTHERN ,MALE,CHENNAI,1392,1616,3.2,67
2015,Q3,DRAGON AIR,MALE,KOCHI,5415,5525,0,42.7
2015,Q3,DRUK AIR,MALE,TRIVANDRUM,11002,10993,2.3,346.7
2015,Q3,EGYPT AIR,MALPENSA,DELHI,8325,8150,160.2,55.4
2015,Q3,EL-AL-ISRAEL,MANDALAY,GAYA,0,0,0,0
2015,Q3,EMIRATES AIRLINE,MARUITIUS,BENGALURU,1666,1472,0,16.4
2015,Q3,ETHIOPIAN AIRLINES,MARUITIUS,CHENNAI,1508,1793,1,60
2015,Q3,ETIHAD AIRLINES,MARUITIUS,DELHI,5293,5095,79,94.9
2015,Q3,EVA AIRWAYS,MARUITIUS,MUMBAI,9577,9330,10.5,476.8
2015,Q3,FEDERAL EXPRESS,MEDINA,DELHI,1117,926,0.2,4.9
2015,Q3,FINN AIR,MEDINA,KOCHI,0,0,0,0
2015,Q3,FLY DUBAI,MEDINA,MUMBAI,1354,758,0,8.6
2015,Q3,GULF AIR,MELBOURNE,DELHI,6915,8993,143.5,93
2015,Q3,IRAN AIR,MOSCOW,DELHI,28919,31698,240.8,1077.2
2015,Q3,IRAQI AIRWAYS,MOSCOW,GOA,201,233,0,0
2015,Q3,ISLAND AVIATION SERVICES,MUENCHEN,DELHI,18662,19343,755.8,992.6
2015,Q3,JAPAN AIRLINES,MUENCHEN,MUMBAI,17450,19376,1311.1,1021.7
2015,Q3,KALITTA AIR,MUSCAT,AHMEDABAD,6098,10935,0,2.1
2015,Q3,KAM AIR,MUSCAT,BENGALURU,10263,11320,26.1,199.1
2015,Q3,KENYA AIRWAYS,MUSCAT,CHENNAI,30567,34176,33,352.4
2015,Q3,KLM AIRLINES,MUSCAT,DELHI,29954,33176,261.1,363.8
2015,Q3,KOREAN AIR,MUSCAT,GOA,3769,5646,4.9,4.4
2015,Q3,KUWAIT AIRWAYS,MUSCAT,HYDERABAD,27040,27815,19.3,263.9
2015,Q3,LUFTHANSA,MUSCAT,JAIPUR,9373,10772,73.7,44.6
2015,Q3,MAHAN AIR,MUSCAT,KOCHI,35952,36754,26.8,502.8
2015,Q3,MALAYSIA AIRLINES,MUSCAT,KOZHIKODE,27397,27390,28.4,367.8
2015,Q3,MALINDO AIRWAYS,MUSCAT,LUCKNOW,10992,12628,0,119.7
2015,Q3,MIHIN LANKA,MUSCAT,MANGALORE,4908,6003,0,1
2015,Q3,MYANMAR AIRLINES,MUSCAT,MUMBAI,49753,65965,24.6,788.7
2015,Q3,NEPAL AIRLINES CORPORATION,MUSCAT,TRIVANDRUM,33394,34605,22.6,530.9
2015,Q3,OMAN AIR,NAIROBI,MUMBAI,26330,21624,579.9,265.5
2015,Q3,PAK INTERNATIONAL,NARITA,DELHI,15495,16892,983.4,1015.3
2015,Q3,QATAR AIRWAYS,NARITA,MUMBAI,1148,1098,0,0
2015,Q3,REGENT AIRWAYS,NAVOI,DELHI,0,0,898.5,1353.1
2015,Q3,SAFI AIRWAYS,NAVOI,MUMBAI,0,0,1634.9,527
2015,Q3,SAUDIA,NEW YORK,DELHI,18213,21767,245,142.4
2015,Q3,SCAT AIRLINES,NEW YORK,MUMBAI,11460,16071,22,192.1
2015,Q3,SHANDONG AIRLINES,NEWARK,AHMEDABAD,5562,7460,0,0
2015,Q3,SILK AIR,NEWARK,DELHI,22065,22386,352.6,676.4
2015,Q3,SINGAPORE AIRLINES,NEWARK,MUMBAI,36723,42328,597.9,393.2
2015,Q3,SRILNKAN AIRWAYS,OSAKA,DELHI,1463,1571,0,0
2015,Q3,SWISS AIR,OSAKA,MUMBAI,225,180,0,0
2015,Q3,TAJIK AIR,PARIS,BENGALURU,9356,10749,404.6,639.3
2015,Q3,THAI AIR ASIA,PARIS,CHENNAI,2266,2262,0,0
2015,Q3,THAI AIRWAYS,PARIS,DELHI,25837,27883,1506.8,1068.9
2015,Q3,THOMAS COOK AIRLINES U.K.,PARIS,MUMBAI,29543,29598,1562.6,1917
2015,Q3,TIGER AIRWAYS,PARO,DELHI,3272,3364,1,10.4
2015,Q3,TRANSAERO AIRLINES,PARO,KOLKATA,3596,3435,0,3.6
2015,Q3,TURKISH AIRLINES,PEKING,DELHI,20805,20060,817.7,805.6
2015,Q3,TURKMENISTAN AIRLINES,RANGOON,DELHI,636,582,0,0
2015,Q3,UNITED AIRLINES,RANGOON,GAYA,494,346,0,0
2015,Q3,UNITED AIRLINES BANGLADESH LTD.,RANGOON,KOLKATA,1209,1141,0.2,14.2
2015,Q3,UNITED PARCEL SERVICES,REUNION,CHENNAI,470,311,0,1.6
2015,Q3,UZBEKISTAN AIRWAYS,RIYADH,BENGALURU,2258,2069,0,58
2015,Q3,VIRGIN ATLANTIC AIRLINES,RIYADH,CHENNAI,7661,8350,19.1,462.8
2015,Q3,YEMENIA AIRWAYS,RIYADH,DELHI,21924,19910,310.6,852.2
2015,Q3,AIR INDIA,RIYADH,HYDERABAD,10150,9551,15.3,209.3
2015,Q3,AIR INDIA EXPRESS,RIYADH,KOCHI,27212,27251,40.4,1290.9
2015,Q3,INDIGO,RIYADH,KOZHIKODE,0,0,0,0
2015,Q3,JET AIRWAYS,RIYADH,LUCKNOW,7685,8536,8.1,257.5
2015,Q3,SPICEJET,RIYADH,MUMBAI,44950,46850,198.4,1293.5
2015,Q3,AEROFLOT,RIYADH,TRIVANDRUM,6259,6552,3.7,189.2
2015,Q3,AEROLOGIC,ROME,DELHI,10123,14057,48.7,189.1
2015,Q3,AIR ARABIA,SALALAH,KOCHI,1206,1099,0,0
2015,Q3,AIR ASIA BERHAD,SALALAH,KOZHIKODE,3113,3737,0,0.1
2015,Q3,AIR ASTANA,SALALAH,TRIVANDRUM,800,1209,0,0
2015,Q3,AIR AUSTRAL,SANAA,MUMBAI,0,298,0,0
2015,Q3,AIR CANADA,SEOUL,CHENNAI,0,0,0,0
2015,Q3,AIR CHINA,SEOUL,DELHI,11401,11577,195.9,162.4
2015,Q3,AIR FRANCE,SEOUL,MUMBAI,6341,6608,456,229.3
2015,Q3,AIR MANAS,SEYCHELLES,MUMBAI,5377,5068,0.4,8.4
2015,Q3,AIR MAURITIUS,SHANGHAI,DELHI,9128,8737,768.2,149.8
2015,Q3,AIR SEYCHELLES,SHANGHAI,MUMBAI,2061,2320,0,0
2015,Q3,ALL NIPPON AIRWAYS,SHARJAH,AHMEDABAD,11709,13269,3.9,159.7
2015,Q3,ARIANA AFGHAN,SHARJAH,BENGALURU,12870,13155,8,203.9
2015,Q3,ASIANA AIRLINES,SHARJAH,CHENNAI,14956,17629,5.1,236.4
2015,Q3,AUSTRIAN AIRLINES,SHARJAH,COIMBATORE,9436,9851,3.2,155.6
2015,Q3,BANGKOK AIRWAYS,SHARJAH,DELHI,26775,27504,100.7,400.2
2015,Q3,BHUTAN AIRLINES,SHARJAH,GOA,7433,8535,15,112.5
2015,Q3,BIMAN BANGLADESH,SHARJAH,HYDERABAD,14308,14046,3.1,178.3
2015,Q3,BRITISH AIRWAYS,SHARJAH,JAIPUR,13267,13659,1.7,68.3
2015,Q3,BUDHHA AIR,SHARJAH,KOCHI,64717,69458,34.5,1140.8
2015,Q3,CATHAY PACIFIC,SHARJAH,KOZHIKODE,44496,43474,27.2,740.2
2015,Q3,CHINA AIRLINES LTD,SHARJAH,MUMBAI,23267,27608,7,422.7
2015,Q3,CHINA EASTERN AIRLINES,SHARJAH,NAGPUR,5320,7093,0.4,92.2
2015,Q3,CHINA SOUTHERN ,SHARJAH,PUNE,0,0,0,0
2015,Q3,DRAGON AIR,SHARJAH,TRIVANDRUM,44175,43647,24.6,810
2015,Q3,DRUK AIR,SHARJAH,VARANASI,2136,3261,0,0
2015,Q3,EGYPT AIR,SHENZHEN,MUMBAI,0,0,0,0
2015,Q3,EL-AL-ISRAEL,SINGAPORE,AHMEDABAD,6488,6865,415.8,524.4
2015,Q3,EMIRATES AIRLINE,SINGAPORE,BENGALURU,37313,37653,1774.5,1851
2015,Q3,ETHIOPIAN AIRLINES,SINGAPORE,CHENNAI,83029,92227,2538.3,2571.8
2015,Q3,ETIHAD AIRLINES,SINGAPORE,COIMBATORE,4956,5969,6.8,95.9
2015,Q3,EVA AIRWAYS,SINGAPORE,DELHI,70719,69068,3982.2,2623.1
2015,Q3,FEDERAL EXPRESS,SINGAPORE,HYDERABAD,20985,22741,137.5,181.7
2015,Q3,FINN AIR,SINGAPORE,KOCHI,18887,20018,38.9,143.6
2015,Q3,FLY DUBAI,SINGAPORE,KOLKATA,14537,12946,417.2,842.7
2015,Q3,GULF AIR,SINGAPORE,MUMBAI,75548,78103,3645.8,2978.1
2015,Q3,IRAN AIR,SINGAPORE,TIRUCHIRAPALLY,38925,39994,1.2,477.2
2015,Q3,IRAQI AIRWAYS,SINGAPORE,TRIVANDRUM,4805,5782,2.9,59.2
2015,Q3,ISLAND AVIATION SERVICES,SINGAPORE,VISAKHAPATNAM,1974,2277,1.4,6.6
2015,Q3,JAPAN AIRLINES,SYDNEY,DELHI,8226,10602,163,198.6
2015,Q3,KALITTA AIR,TAIPAE,DELHI,1472,7804,195.2,148.5
2015,Q3,KAM AIR,TAIPAE,MUMBAI,0,0,88.2,0
2015,Q3,KENYA AIRWAYS,TASHKENT,AMRITSAR,2890,2427,0.9,23
2015,Q3,KLM AIRLINES,TASHKENT,DELHI,11730,10498,35.9,280.5
2015,Q3,KOREAN AIR,TEHRAN,DELHI,1874,3308,26.7,222.6
2015,Q3,KUWAIT AIRWAYS,TEHRAN,MUMBAI,3709,3875,10.5,102.8
2015,Q3,LUFTHANSA,TELAVIV,MUMBAI,6874,6663,173,310.7
2015,Q3,MAHAN AIR,TOKYO,DELHI,11206,12130,1233.2,520.1
2015,Q3,MALAYSIA AIRLINES,TORONTO,DELHI,11480,12780,85.5,40.6
2015,Q3,MALINDO AIRWAYS,VIENNA,DELHI,14994,16733,514,732.1
2015,Q3,MIHIN LANKA,ZURICH,DELHI,16942,17589,1121.7,1165.4
2015,Q3,MYANMAR AIRLINES,ZURICH,MUMBAI,17276,20518,1344.3,1449.9
2015,Q4,NEPAL AIRLINES CORPORATION,ABUDHABI,AHMEDABAD,23205,22673,122,234.8
2015,Q4,OMAN AIR,ABUDHABI,BENGALURU,36726,35896,112.2,354.3
2015,Q4,PAK INTERNATIONAL,ABUDHABI,CHENNAI,41001,36408,47.6,435.6
2015,Q4,QATAR AIRWAYS,ABUDHABI,DELHI,65879,74311,2031.7,2627.1
2015,Q4,REGENT AIRWAYS,ABUDHABI,GOA,3195,1440,0.3,0
2015,Q4,SAFI AIRWAYS,ABUDHABI,HYDERABAD,42462,45981,200.8,218.6
2015,Q4,SAUDIA,ABUDHABI,JAIPUR,10653,8475,15.9,41.5
2015,Q4,SCAT AIRLINES,ABUDHABI,KOCHI,64787,62712,16.7,620.8
2015,Q4,SHANDONG AIRLINES,ABUDHABI,KOLKATA,11801,11357,6,157.3
2015,Q4,SILK AIR,ABUDHABI,KOZHIKODE,46308,53001,280.9,421.9
2015,Q4,SINGAPORE AIRLINES,ABUDHABI,LUCKNOW,14160,11219,1.7,99.5
2015,Q4,SRILNKAN AIRWAYS,ABUDHABI,MANGALORE,16622,18973,3.7,1.2
2015,Q4,SWISS AIR,ABUDHABI,MUMBAI,90657,92011,1936.5,48904
2015,Q4,TAJIK AIR,ABUDHABI,PUNE,11463,11207,0,0
2015,Q4,THAI AIR ASIA,ABUDHABI,TRIVANDRUM,29792,32022,25.9,435.2
2015,Q4,THAI AIRWAYS,ADDIS ABABA,CHENNAI,0,0,0,0
2015,Q4,THOMAS COOK AIRLINES U.K.,ADDIS ABABA,DELHI,11556,10156,16.4,56.3
2015,Q4,TIGER AIRWAYS,ADDIS ABABA,MUMBAI,0,0,0,0
2015,Q4,TRANSAERO AIRLINES,ADEN,MUMBAI,0,200,0,2.2
2015,Q4,TURKISH AIRLINES,AL AIN,KOZHIKODE,1653,2466,0,0
2015,Q4,TURKMENISTAN AIRLINES,ALMATY,DELHI,6958,6702,4.5,118.7
2015,Q4,UNITED AIRLINES,ALMATY,GOA,1490,1227,0,0
2015,Q4,UNITED AIRLINES BANGLADESH LTD.,AMSTERDAM,DELHI,32142,30197,589.6,1282.9
2015,Q4,UNITED PARCEL SERVICES,ASHGABAT,AMRITSAR,9219,6469,0.6,19.5
2015,Q4,UZBEKISTAN AIRWAYS,ASHGABAT,DELHI,2928,2699,0,35.3
2015,Q4,VIRGIN ATLANTIC AIRLINES,BAGHDAD,DELHI,0,377,0,1.3
2015,Q4,YEMENIA AIRWAYS,BAHRAIN,BENGALURU,0,0,1,0
2015,Q4,AIR INDIA,BAHRAIN,CHENNAI,15880,14021,11.9,195.6
2015,Q4,AIR INDIA EXPRESS,BAHRAIN,DELHI,34782,28651,116.5,453
2015,Q4,INDIGO,BAHRAIN,HYDERABAD,10853,10539,3.1,0
2015,Q4,JET AIRWAYS,BAHRAIN,KOCHI,14953,13314,22.2,254.7
2015,Q4,SPICEJET,BAHRAIN,KOZHIKODE,5675,6792,0,41.9
2015,Q4,AEROFLOT,BAHRAIN,MANGALORE,2178,2868,0,0
2015,Q4,AEROLOGIC,BAHRAIN,MUMBAI,37649,36521,44.2,1009.9
2015,Q4,AIR ARABIA,BAHRAIN,TRIVANDRUM,13018,9994,24.4,228.6
2015,Q4,AIR ASIA BERHAD,BANGKOK,AHMEDABAD,1692,0,0,0
2015,Q4,AIR ASTANA,BANGKOK,BENGALURU,24729,26432,929.7,776.7
2015,Q4,AIR AUSTRAL,BANGKOK,CHENNAI,18666,20222,1005.5,987.2
