,YEAR,QUARTER,AIRLINE NAME,WEEK,ORIGIN,DEST,DEP_TIME,AIR_TIME,FLIGHTS,DISTANCE
331002,2019,1,AIR ASTANA,6,Albany,Fort Myers  ,1558,162,1,1205
332214,2019,1,AIR AUSTRAL,3,Albany,Fort Myers  ,1556,176,1,1205
333147,2019,1,AIR CHINA,6,Albany,Fort Myers  ,1530,175,1,1205
334392,2019,1,AIR FRANCE,3,Albany,Fort Myers  ,1528,187,1,1205
335338,2019,1,AIR MANAS,6,Albany,Fort Myers  ,1600,206,1,1205
336522,2019,1,AIR MAURITIUS,3,Albany,Fort Myers  ,1747,211,1,1205
337446,2019,1,AIR SEYCHELLES,6,Albany,Fort Myers  ,1533,,1,1205
338707,2019,1,ALL NIPPON AIRWAYS,3,Albany,Fort Myers  ,1719,,1,1205
397469,2019,1,ARIANA AFGHAN,6,Albany,Fort Myers  ,1516,,1,1205
520141,2019,1,ASIANA AIRLINES,3,Albany,Minneapolis  ,554,165,1,980
522450,2019,1,AUSTRIAN AIRLINES,4,Albany,Minneapolis  ,555,145,1,980
344678,2019,1,BANGKOK AIRWAYS,2,Albany,Newark  ,1940,33,1,143
346718,2019,1,BHUTAN AIRLINES,2,Albany,Newark  ,1826,35,1,143
348748,2019,1,BIMAN BANGLADESH,2,Albany,Newark  ,1951,72,1,143
350765,2019,1,BRITISH AIRWAYS,2,Albany,Newark  ,2111,37,1,143
553584,2019,1,BUDHHA AIR,1,Albany,Newark  ,1817,49,1,143
553585,2019,1,CATHAY PACIFIC,3,Albany,Newark  ,2016,29,1,143
553586,2019,1,CHINA AIRLINES LTD,4,Albany,Newark  ,1945,38,1,143
553587,2019,1,CHINA EASTERN AIRLINES,5,Albany,Newark  ,1914,43,1,143
553588,2019,1,CHINA SOUTHERN ,6,Albany,Newark  ,1835,30,1,143
553589,2019,1,DRAGON AIR,7,Albany,Newark  ,1846,52,1,143
553590,2019,1,DRUK AIR,1,Albany,Newark  ,1822,41,1,143
553591,2019,1,EGYPT AIR,3,Albany,Newark  ,1920,32,1,143
553592,2019,1,EL-AL-ISRAEL,4,Albany,Newark  ,1820,,1,143
553593,2019,1,EMIRATES AIRLINE,5,Albany,Newark  ,1928,57,1,143
553594,2019,1,ETHIOPIAN AIRLINES,6,Albany,Newark  ,,45,1,143
553595,2019,1,ETIHAD AIRLINES,7,Albany,Newark  ,,44,1,143
553596,2019,1,EVA AIRWAYS,1,Albany,Newark  ,,34,1,143
59023,2019,1,FEDERAL EXPRESS,4,Albany,Orlando  ,945,145,1,1073
59024,2019,1,FINN AIR,4,Albany,Orlando  ,1730,144,1,1073
62738,2019,1,FLY DUBAI,5,Albany,Orlando  ,1136,,1,1073
62739,2019,1,GULF AIR,5,Albany,Orlando  ,1728,142,1,1073
64836,2019,1,IRAN AIR,5,Albany,Orlando  ,944,149,1,1073
64837,2019,1,IRAQI AIRWAYS,5,Albany,Orlando  ,1756,153,1,1073
68543,2019,1,ISLAND AVIATION SERVICES,6,Albany,Orlando  ,700,161,1,1073
68544,2019,1,JAPAN AIRLINES,6,Albany,Orlando  ,1730,166,1,1073
68545,2019,1,KALITTA AIR,6,Albany,Orlando  ,1300,165,1,1073
136059,2019,1,KAM AIR,2,Albany,Orlando  ,703,157,1,1073
136060,2019,1,KENYA AIRWAYS,2,Albany,Orlando  ,1130,160,1,1073
139939,2019,1,KLM AIRLINES,3,Albany,Orlando  ,610,168,1,1073
139940,2019,1,KOREAN AIR,3,Albany,Orlando  ,1805,184,1,1073
145679,2019,1,KUWAIT AIRWAYS,7,Albany,Orlando  ,,196,1,1073
145680,2019,1,LUFTHANSA,7,Albany,Orlando  ,,174,1,1073
147773,2019,1,MAHAN AIR,7,Albany,Orlando  ,805,162,1,1073
147774,2019,1,MALAYSIA AIRLINES,7,Albany,Orlando  ,1322,150,1,1073
151163,2019,1,MALINDO AIRWAYS,1,Albany,Orlando  ,940,172,1,1073
151164,2019,1,MIHIN LANKA,1,Albany,Orlando  ,1733,169,1,1073
153624,2019,1,MYANMAR AIRLINES,4,Albany,Orlando  ,649,180,1,1073
153625,2019,1,NEPAL AIRLINES CORPORATION,4,Albany,Orlando  ,1514,177,1,1073
157344,2019,1,OMAN AIR,5,Albany,Orlando  ,643,159,1,1073
157345,2019,1,PAK INTERNATIONAL,5,Albany,Orlando  ,1353,195,1,1073
158709,2019,1,QATAR AIRWATYS,1,Albany,Orlando  ,1006,182,1,1073
158710,2019,1,REGENT AIRWAYS,1,Albany,Orlando  ,1742,167,1,1073
162424,2019,1,SAFI AIRWAYS,2,Albany,Orlando  ,954,158,1,1073
162425,2019,1,SAUDIA,2,Albany,Orlando  ,1730,186,1,1073
164533,2019,1,SILK AIR,2,Albany,Orlando  ,942,170,1,1073
164534,2019,1,SINGAPORE AIRLINES,2,Albany,Orlando  ,1726,171,1,1073
168241,2019,1,SRILNKAN AIRWAYS,3,Albany,Orlando  ,946,181,1,1073
168242,2019,1,SWISS AIR,3,Albany,Orlando  ,1733,156,1,1073
170847,2019,1,TAJIK AIR,6,Albany,Orlando  ,557,143,1,1073
170848,2019,1,THAI AIR ASIA,6,Albany,Orlando  ,1259,146,1,1073
175903,2019,1,THAI AIRWAYS,3,Albany,Orlando  ,944,147,1,1073
175904,2019,1,TIGER AIRWAYS,3,Albany,Orlando  ,1755,163,1,1073
179613,2019,1,TRANSAERO AIRLINES,4,Albany,Orlando  ,945,141,1,1073
179614,2019,1,TURKISH AIRLINES,4,Albany,Orlando  ,1746,155,1,1073
181594,2019,1,TURKMENISTAN AIRLINES,4,Albany,Orlando  ,943,188,1,1073
181595,2019,1,UNITED AIRLINES,4,Albany,Orlando  ,1726,154,1,1073
184576,2019,1,UNITED AIRLINES BANGLADESH LTD.,4,Albany,Orlando  ,942,136,1,1073
184577,2019,1,UNITED PARCEL SERVICES,4,Albany,Orlando  ,1732,140,1,1073
190327,2019,1,UZBEKISTAN AIRWAYS,5,Albany,Orlando  ,944,151,1,1073
190328,2019,1,VIRGIN ATLANTIC AIRLINES,5,Albany,Orlando  ,1722,148,1,1073
194042,2019,1,YEMENIA AIRWAYS,6,Albany,Orlando  ,702,152,1,1073
194043,2019,1,AIR INDIA,6,Albany,Orlando  ,1710,164,1,1073
194044,2019,1,AIR INDIA EXPRESS,6,Albany,Orlando  ,1256,191,1,1073
195181,2019,1,INDIGO,6,Albany,Punta Gorda  ,943,173,1,1185
195369,2019,1,JET AIRWAYS,7,Albany,Punta Gorda  ,,,1,1185
196997,2019,1,SPICEJET,4,Albany,Punta Gorda  ,1027,180,1,1185
197385,2019,1,AEROFLOT,4,Albany,Punta Gorda  ,1038,159,1,1185
431831,2019,1,AEROLOGIC,7,Albany,Punta Gorda  ,1018,172,1,1185
431873,2019,1,AIR ARABIA,4,Albany,Punta Gorda  ,1056,196,1,1185
431990,2019,1,AIR ASIA BERHAD,6,Albany,Punta Gorda  ,1000,185,1,1185
432757,2019,1,AIR ASTANA,7,Albany,Punta Gorda  ,1013,212,1,1185
433127,2019,1,AIR AUSTRAL,2,Albany,Punta Gorda  ,1937,177,1,1185
433857,2019,1,AIR CANADA,7,Albany,Punta Gorda  ,1035,157,1,1185
434106,2019,1,AIR CHINA,4,Albany,Punta Gorda  ,1015,175,1,1185
434577,2019,1,AIR FRANCE,4,Albany,Punta Gorda  ,1800,189,1,1185
434871,2019,1,AIR MANAS,6,Albany,Punta Gorda  ,940,,1,1185
194941,2019,1,AIR MAURITIUS,7,Albany,Sanford  ,1820,188,1,1049
195417,2019,1,AIR SEYCHELLES,7,Albany,Sanford  ,1230,139,1,1049
195937,2019,1,ALL NIPPON AIRWAYS,6,Albany,Sanford  ,1653,148,1,1049
197056,2019,1,ARIANA AFGHAN,4,Albany,Sanford  ,2044,145,1,1049
197242,2019,1,ASIANA AIRLINES,7,Albany,Sanford  ,1901,146,1,1049
431853,2019,1,AUSTRIAN AIRLINES,4,Albany,Sanford  ,1843,141,1,1049
431900,2019,1,BANGKOK AIRWAYS,4,Albany,Sanford  ,2056,179,1,1049
433096,2019,1,BHUTAN AIRLINES,6,Albany,Sanford  ,1826,154,1,1049
433104,2019,1,BIMAN BANGLADESH,6,Albany,Sanford  ,1809,166,1,1049
433229,2019,1,BRITISH AIRWAYS,7,Albany,Sanford  ,,,1,1049
433765,2019,1,BUDHHA AIR,6,Albany,Sanford  ,1839,172,1,1049
433772,2019,1,CATHAY PACIFIC,4,Albany,Sanford  ,1206,162,1,1049
434989,2019,1,CHINA AIRLINES LTD,4,Albany,Sanford  ,1208,165,1,1049
195110,2019,1,CHINA EASTERN AIRLINES,1,Albany,St. Petersburg  ,1057,162,1,1138
195883,2019,1,CHINA SOUTHERN ,3,Albany,St. Petersburg  ,1925,172,1,1138
196166,2019,1,DRAGON AIR,5,Albany,St. Petersburg  ,1120,168,1,1138
196521,2019,1,DRUK AIR,6,Albany,St. Petersburg  ,1709,179,1,1138
431671,2019,1,EGYPT AIR,6,Albany,St. Petersburg  ,1657,170,1,1138
431687,2019,1,EL-AL-ISRAEL,6,Albany,St. Petersburg  ,1702,166,1,1138
432109,2019,1,EMIRATES AIRLINE,1,Albany,St. Petersburg  ,1010,159,1,1138
432562,2019,1,ETHIOPIAN AIRLINES,5,Albany,St. Petersburg  ,1047,183,1,1138
432639,2019,1,ETIHAD AIRLINES,6,Albany,St. Petersburg  ,1834,156,1,1138
432925,2019,1,EVA AIRWAYS,5,Albany,St. Petersburg  ,1028,192,1,1138
433494,2019,1,FEDERAL EXPRESS,1,Albany,St. Petersburg  ,1033,174,1,1138
434478,2019,1,FINN AIR,5,Albany,St. Petersburg  ,1104,161,1,1138
434902,2019,1,FLY DUBAI,1,Albany,St. Petersburg  ,1035,,1,1138
59027,2019,1,GULF AIR,4,Albany,Tampa  ,625,158,1,1130
62742,2019,1,IRAN AIR,5,Albany,Tampa  ,625,160,1,1130
64840,2019,1,IRAQI AIRWAYS,5,Albany,Tampa  ,639,164,1,1130
68548,2019,1,ISLAND AVIATION SERVICES,6,Albany,Tampa  ,1558,172,1,1130
68549,2019,1,JAPAN AIRLINES,6,Albany,Tampa  ,710,174,1,1130
136063,2019,1,KALITTA AIR,2,Albany,Tampa  ,622,180,1,1130
139943,2019,1,KAM AIR,3,Albany,Tampa  ,1407,177,1,1130
145682,2019,1,KENYA AIRWAYS,7,Albany,Tampa  ,,,1,1130
147776,2019,1,KLM AIRLINES,7,Albany,Tampa  ,700,192,1,1130
151167,2019,1,KOREAN AIR,1,Albany,Tampa  ,624,185,1,1130
153628,2019,1,KUWAIT AIRWAYS,4,Albany,Tampa  ,623,178,1,1130
157348,2019,1,LUFTHANSA,5,Albany,Tampa  ,633,166,1,1130
158713,2019,1,MAHAN AIR,1,Albany,Tampa  ,,173,1,1130
162428,2019,1,MALAYSIA AIRLINES,2,Albany,Tampa  ,632,171,1,1130
164537,2019,1,MALINDO AIRWAYS,2,Albany,Tampa  ,627,188,1,1130
168245,2019,1,MIHIN LANKA,3,Albany,Tampa  ,630,191,1,1130
170851,2019,1,MYANMAR AIRLINES,6,Albany,Tampa  ,1043,186,1,1130
175907,2019,1,NEPAL AIRLINES CORPORATION,3,Albany,Tampa  ,633,159,1,1130
179617,2019,1,OMAN AIR,4,Albany,Tampa  ,629,165,1,1130
181598,2019,1,PAK INTERNATIONAL,4,Albany,Tampa  ,,153,1,1130
184580,2019,1,QATAR AIRWAYS,4,Albany,Tampa  ,623,161,1,1130
190331,2019,1,REGENT AIRWAYS,5,Albany,Tampa  ,624,168,1,1130
427992,2019,1,SAFI AIRWAYS,3,Albany,Tampa  ,628,156,1,1130
202177,2019,1,SAUDIA,2,Albany,Washington  ,1410,72,1,318
202178,2019,1,SCAT AIRLINES,3,Albany,Washington  ,1411,67,1,318
202179,2019,1,SHANDONG AIRLINES,4,Albany,Washington  ,1416,64,1,318
202180,2019,1,SILK AIR,5,Albany,Washington  ,1409,65,1,318
202181,2019,1,SINGAPORE AIRLINES,6,Albany,Washington  ,1414,66,1,318
202182,2019,1,SRILNKAN AIRWAYS,7,Albany,Washington  ,1415,71,1,318
202183,2019,1,SWISS AIR,1,Albany,Washington  ,1418,68,1,318
202184,2019,1,TAJIK AIR,2,Albany,Washington  ,1407,76,1,318
202185,2019,1,THAI AIR ASIA,3,Albany,Washington  ,1456,63,1,318
202186,2019,1,THAI AIRWAYS,4,Albany,Washington  ,1410,77,1,318
202187,2019,1,THOMAS COOK AIRLINES U.K.,5,Albany,Washington  ,1437,70,1,318
202188,2019,1,TIGER AIRWAYS,6,Albany,Washington  ,1417,79,1,318
202189,2019,1,TRANSAERO AIRLINES,7,Albany,Washington  ,1818,60,1,318
202190,2019,1,TURKISH AIRLINES,1,Albany,Washington  ,1618,74,1,318
202191,2019,1,TURKMENISTAN AIRLINES,2,Albany,Washington  ,1934,,1,318
202192,2019,1,UNITED AIRLINES,3,Albany,Washington  ,1410,61,1,318
202193,2019,1,UNITED AIRLINES BANGLADESH LTD.,4,Albany,Washington  ,1408,86,1,318
202194,2019,1,UNITED PARCEL SERVICES,5,Albany,Washington  ,1429,75,1,318
202195,2019,1,UZBEKISTAN AIRWAYS,6,Albany,Washington  ,1445,89,1,318
202196,2019,1,VIRGIN ATLANTIC AIRLINES,7,Albany,Washington  ,,56,1,318
202197,2019,1,YEMENIA AIRWAYS,1,Albany,Washington  ,2153,73,1,318
202198,2019,1,AIR INDIA,2,Albany,Washington  ,1519,78,1,318
202199,2019,1,AIR INDIA EXPRESS,3,Albany,Washington  ,1412,59,1,318
202200,2019,1,INDIGO,4,Albany,Washington  ,,55,1,318
202201,2019,1,JET AIRWAYS,5,Albany,Washington  ,1421,57,1,318
202202,2019,1,SPICEJET,6,Albany,Washington  ,1414,62,1,318
202203,2019,1,AEROFLOT,7,Albany,Washington  ,1420,81,1,318
202204,2019,1,AEROLOGIC,1,Albany,Washington  ,1407,69,1,318
202205,2019,1,AIR ARABIA,2,Albany,Washington  ,1508,94,1,318
202206,2019,1,AIR ASIA BERHAD,3,Albany,Washington  ,1410,80,1,318
227135,2019,1,AIR ASTANA,6,Albuquerque,Atlanta ,613,148,1,1269
275274,2019,1,AIR AUSTRAL,4,Albuquerque,Atlanta ,1331,152,1,1269
275316,2019,1,AIR CANADA,4,Albuquerque,Atlanta ,600,144,1,1269
277906,2019,1,AIR CHINA,5,Albuquerque,Atlanta ,1323,138,1,1269
277947,2019,1,AIR FRANCE,5,Albuquerque,Atlanta ,602,139,1,1269
280030,2019,1,AIR MANAS,6,Albuquerque,Atlanta ,607,158,1,1269
281798,2019,1,AIR MAURITIUS,7,Albuquerque,Atlanta ,558,150,1,1269
283012,2019,1,AIR SEYCHELLES,7,Albuquerque,Atlanta ,1324,156,1,1269
283049,2019,1,ALL NIPPON AIRWAYS,7,Albuquerque,Atlanta ,602,143,1,1269
285534,2019,1,ARIANA AFGHAN,1,Albuquerque,Atlanta ,1324,140,1,1269
285576,2019,1,ASIANA AIRLINES,1,Albuquerque,Atlanta ,603,142,1,1269
288231,2019,1,AUSTRIAN AIRLINES,2,Albuquerque,Atlanta ,1325,141,1,1269
288271,2019,1,BANGKOK AIRWAYS,2,Albuquerque,Atlanta ,600,146,1,1269
290784,2019,1,BHUTAN AIRLINES,3,Albuquerque,Atlanta ,1324,155,1,1269
290824,2019,1,BIMAN BANGLADESH,3,Albuquerque,Atlanta ,559,147,1,1269
293143,2019,1,BRITISH AIRWAYS,3,Albuquerque,Atlanta ,1322,145,1,1269
293183,2019,1,BUDHHA AIR,3,Albuquerque,Atlanta ,559,135,1,1269
295764,2019,1,CATHAY PACIFIC,4,Albuquerque,Atlanta ,1321,151,1,1269
295805,2019,1,CHINA AIRLINES LTD,4,Albuquerque,Atlanta ,603,131,1,1269
298031,2019,1,CHINA EASTERN AIRLINES,2,Albuquerque,Atlanta ,1323,154,1,1269
298071,2019,1,CHINA SOUTHERN ,2,Albuquerque,Atlanta ,604,166,1,1269
300587,2019,1,DRAGON AIR,3,Albuquerque,Atlanta ,1324,159,1,1269
300625,2019,1,DRUK AIR,3,Albuquerque,Atlanta ,604,133,1,1269
302768,2019,1,EGYPT AIR,6,Albuquerque,Atlanta ,602,134,1,1269
304865,2019,1,EL-AL-ISRAEL,7,Albuquerque,Atlanta ,1327,167,1,1269
304903,2019,1,EMIRATES AIRLINE,7,Albuquerque,Atlanta ,554,161,1,1269
62703,2019,1,ETHIOPIAN AIRLINES,5,Albuquerque,Austin  ,1517,78,1,619
64801,2019,1,ETIHAD AIRLINES,5,Albuquerque,Austin  ,1516,75,1,619
139897,2019,1,EVA AIRWAYS,3,Albuquerque,Austin  ,710,83,1,619
145649,2019,1,FEDERAL EXPRESS,7,Albuquerque,Austin  ,656,76,1,619
145650,2019,1,FINN AIR,7,Albuquerque,Austin  ,1256,74,1,619
145651,2019,1,FLY DUBAI,7,Albuquerque,Austin  ,1940,77,1,619
147743,2019,1,GULF AIR,7,Albuquerque,Austin  ,656,85,1,619
147744,2019,1,IRAN AIR,7,Albuquerque,Austin  ,1258,79,1,619
147745,2019,1,IRAQI AIRWAYS,7,Albuquerque,Austin  ,1955,82,1,619
190292,2019,1,ISLAND AVIATION SERVICES,5,Albuquerque,Austin  ,1511,73,1,619
195538,2019,1,JAPAN AIRLINES,7,Albuquerque,Austin  ,1655,80,1,619
58989,2019,1,KALITTA AIR,4,Albuquerque,Baltimore  ,953,185,1,1670
62704,2019,1,KAM AIR,5,Albuquerque,Baltimore  ,956,189,1,1670
64802,2019,1,KENYA AIRWAYS,5,Albuquerque,Baltimore  ,955,195,1,1670
68521,2019,1,KLM AIRLINES,6,Albuquerque,Baltimore  ,930,199,1,1670
136021,2019,1,KOREAN AIR,2,Albuquerque,Baltimore  ,928,173,1,1670
139898,2019,1,KUWAIT AIRWAYS,3,Albuquerque,Baltimore  ,957,176,1,1670
151128,2019,1,LUFTHANSA,1,Albuquerque,Baltimore  ,959,194,1,1670
153590,2019,1,MAHAN AIR,4,Albuquerque,Baltimore  ,948,163,1,1670
157309,2019,1,MALAYSIA AIRLINES,5,Albuquerque,Baltimore  ,952,182,1,1670
158674,2019,1,MALINDO AIRWAYS,1,Albuquerque,Baltimore  ,1003,187,1,1670
162390,2019,1,MIHIN LANKA,2,Albuquerque,Baltimore  ,1005,190,1,1670
164499,2019,1,MYANMAR AIRLINES,2,Albuquerque,Baltimore  ,956,184,1,1670
168207,2019,1,NEPAL AIRLINES CORPORATION,3,Albuquerque,Baltimore  ,959,198,1,1670
170822,2019,1,OMAN AIR,6,Albuquerque,Baltimore  ,939,192,1,1670
175869,2019,1,PAK INTERNATIONAL,3,Albuquerque,Baltimore  ,1002,183,1,1670
179579,2019,1,QATAR AIRWAYS,4,Albuquerque,Baltimore  ,958,178,1,1670
181560,2019,1,REGENT AIRWAYS,4,Albuquerque,Baltimore  ,957,186,1,1670
184542,2019,1,SAFI AIRWAYS,4,Albuquerque,Baltimore  ,1001,188,1,1670
36455,2019,1,SAUDIA,1,Albuquerque,Chicago  ,554,122,1,1118
36456,2019,1,SCAT AIRLINES,2,Albuquerque,Chicago  ,544,128,1,1118
36457,2019,1,SHANDONG AIRLINES,3,Albuquerque,Chicago  ,549,137,1,1118
36458,2019,1,SILK AIR,4,Albuquerque,Chicago  ,542,140,1,1118
36459,2019,1,SINGAPORE AIRLINES,5,Albuquerque,Chicago  ,546,130,1,1118
36460,2019,1,SRILNKAN AIRWAYS,6,Albuquerque,Chicago  ,546,136,1,1118
36461,2019,1,SWISS AIR,7,Albuquerque,Chicago  ,546,142,1,1118
36462,2019,1,TAJIK AIR,1,Albuquerque,Chicago  ,547,150,1,1118
36463,2019,1,THAI AIR ASIA,2,Albuquerque,Chicago  ,546,126,1,1118
36464,2019,1,THAI AIRWAYS,3,Albuquerque,Chicago  ,551,184,1,1118
36465,2019,1,THOMAS COOK AIRLINES U.K.,4,Albuquerque,Chicago  ,537,124,1,1118
36466,2019,1,TIGER AIRWAYS,5,Albuquerque,Chicago  ,543,,1,1118
36467,2019,1,TRANSAERO AIRLINES,6,Albuquerque,Chicago  ,711,143,1,1118
36468,2019,1,TURKISH AIRLINES,7,Albuquerque,Chicago  ,547,138,1,1118
36469,2019,1,TURKMENISTAN AIRLINES,1,Albuquerque,Chicago  ,546,145,1,1118
36470,2019,1,UNITED AIRLINES,2,Albuquerque,Chicago  ,543,153,1,1118
36471,2019,1,UNITED AIRLINES BANGLADESH LTD.,3,Albuquerque,Chicago  ,,158,1,1118
36472,2019,1,UNITED PARCEL SERVICES,4,Albuquerque,Chicago  ,538,154,1,1118
36473,2019,1,UZBEKISTAN AIRWAYS,5,Albuquerque,Chicago  ,545,127,1,1118
36474,2019,1,VIRGIN ATLANTIC AIRLINES,6,Albuquerque,Chicago  ,542,141,1,1118
36475,2019,1,YEMENIA AIRWAYS,7,Albuquerque,Chicago  ,541,146,1,1118
36476,2019,1,AIR INDIA,1,Albuquerque,Chicago  ,712,135,1,1118
36477,2019,1,AIR INDIA EXPRESS,2,Albuquerque,Chicago  ,,129,1,1118
36478,2019,1,INDIGO,3,Albuquerque,Chicago  ,545,139,1,1118
36479,2019,1,JET AIRWAYS,4,Albuquerque,Chicago  ,,147,1,1118
38271,2019,1,SPICEJET,2,Albuquerque,Chicago  ,,131,1,1118
38272,2019,1,AEROFLOT,3,Albuquerque,Chicago  ,,148,1,1118
38273,2019,1,AEROLOGIC,4,Albuquerque,Chicago  ,654,152,1,1118
38274,2019,1,AIR ARABIA,5,Albuquerque,Chicago  ,654,144,1,1118
38275,2019,1,AIR ASIA BERHAD,6,Albuquerque,Chicago  ,648,118,1,1118
38276,2019,1,AIR ASTANA,7,Albuquerque,Chicago  ,709,134,1,1118
45508,2019,1,AIR AUSTRAL,2,Albuquerque,Chicago  ,1438,151,1,1118
45509,2019,1,AIR CANADA,3,Albuquerque,Chicago  ,1350,149,1,1118
45510,2019,1,AIR CHINA,4,Albuquerque,Chicago  ,1251,155,1,1118
45511,2019,1,AIR FRANCE,5,Albuquerque,Chicago  ,1248,123,1,1118
45512,2019,1,AIR MANAS,6,Albuquerque,Chicago  ,1246,160,1,1118
45513,2019,1,AIR MAURITIUS,7,Albuquerque,Chicago  ,1353,132,1,1118
45514,2019,1,AIR SEYCHELLES,1,Albuquerque,Chicago  ,1315,125,1,1118
58990,2019,1,ALL NIPPON AIRWAYS,4,Albuquerque,Dallas  ,1600,78,1,580
58991,2019,1,ARIANA AFGHAN,4,Albuquerque,Dallas  ,1744,76,1,580
58992,2019,1,ASIANA AIRLINES,4,Albuquerque,Dallas  ,1224,77,1,580
58993,2019,1,AUSTRIAN AIRLINES,4,Albuquerque,Dallas  ,1031,83,1,580
58994,2019,1,BANGKOK AIRWAYS,4,Albuquerque,Dallas  ,645,79,1,580
62705,2019,1,BHUTAN AIRLINES,5,Albuquerque,Dallas  ,1600,85,1,580
62706,2019,1,BIMAN BANGLADESH,5,Albuquerque,Dallas  ,1746,81,1,580
62707,2019,1,BRITISH AIRWAYS,5,Albuquerque,Dallas  ,1215,86,1,580
62708,2019,1,BUDHHA AIR,5,Albuquerque,Dallas  ,1028,82,1,580
62709,2019,1,CATHAY PACIFIC,5,Albuquerque,Dallas  ,644,,1,580
64803,2019,1,CHINA AIRLINES LTD,5,Albuquerque,Dallas  ,1606,80,1,580
64804,2019,1,CHINA EASTERN AIRLINES,5,Albuquerque,Dallas  ,1921,73,1,580
64805,2019,1,CHINA SOUTHERN ,5,Albuquerque,Dallas  ,1215,75,1,580
64806,2019,1,DRAGON AIR,5,Albuquerque,Dallas  ,1042,87,1,580
64807,2019,1,DRUK AIR,5,Albuquerque,Dallas  ,647,74,1,580
68522,2019,1,EGYPT AIR,6,Albuquerque,Dallas  ,707,84,1,580
68523,2019,1,EL-AL-ISRAEL,6,Albuquerque,Dallas  ,1624,71,1,580
68524,2019,1,EMIRATES AIRLINE,6,Albuquerque,Dallas  ,1235,68,1,580
136022,2019,1,ETHIOPIAN AIRLINES,2,Albuquerque,Dallas  ,1430,69,1,580
136023,2019,1,ETIHAD AIRLINES,2,Albuquerque,Dallas  ,1947,70,1,580
136024,2019,1,EVA AIRWAYS,2,Albuquerque,Dallas  ,,72,1,580
136025,2019,1,FEDERAL EXPRESS,2,Albuquerque,Dallas  ,708,67,1,580
136026,2019,1,FINN AIR,2,Albuquerque,Dallas  ,1011,100,1,580
318767,2019,1,FLY DUBAI,4,Albuquerque,Dallas  ,503,76,1,569
58995,2019,1,GULF AIR,4,Albuquerque,Denver  ,1649,50,1,349
58996,2019,1,IRAN AIR,4,Albuquerque,Denver  ,1206,51,1,349
58997,2019,1,IRAQI AIRWAYS,4,Albuquerque,Denver  ,718,60,1,349
62710,2019,1,ISLAND AVIATION SERVICES,5,Albuquerque,Denver  ,1754,58,1,349
62711,2019,1,JAPAN AIRLINES,5,Albuquerque,Denver  ,1209,56,1,349
62712,2019,1,KALITTA AIR,5,Albuquerque,Denver  ,723,59,1,349
64808,2019,1,KAM AIR,5,Albuquerque,Denver  ,1648,55,1,349
64809,2019,1,KENYA AIRWAYS,5,Albuquerque,Denver  ,1220,64,1,349
64810,2019,1,KLM AIRLINES,5,Albuquerque,Denver  ,724,68,1,349
68525,2019,1,KOREAN AIR,6,Albuquerque,Denver  ,1419,62,1,349
68526,2019,1,KUWAIT AIRWAYS,6,Albuquerque,Denver  ,838,57,1,349
71416,2019,1,LUFTHANSA,6,Albuquerque,Denver  ,711,53,1,349
72926,2019,1,MAHAN AIR,5,Albuquerque,Denver  ,710,52,1,349
74455,2019,1,MALAYSIA AIRLINES,4,Albuquerque,Denver  ,713,61,1,349
75972,2019,1,MALINDO AIRWAYS,3,Albuquerque,Denver  ,709,54,1,349
77582,2019,1,MIHIN LANKA,2,Albuquerque,Denver  ,715,49,1,349
79150,2019,1,MYANMAR AIRLINES,1,Albuquerque,Denver  ,625,63,1,349
136027,2019,1,NEPAL AIRLINES CORPORATION,2,Albuquerque,Denver  ,1425,67,1,349
136028,2019,1,OMAN AIR,2,Albuquerque,Denver  ,1800,,1,349
136029,2019,1,PAK INTERNATIONAL,2,Albuquerque,Denver  ,650,66,1,349
139903,2019,1,QATAR AIRWAYS,3,Albuquerque,Denver  ,1516,48,1,349
139904,2019,1,REGENT AIRWAYS,3,Albuquerque,Denver  ,845,47,1,349
139905,2019,1,SAFI AIRWAYS,3,Albuquerque,Denver  ,1901,65,1,349
58998,2019,1,SAUDIA,4,Albuquerque,Houston  ,1142,95,1,759
58999,2019,1,SCAT AIRLINES,4,Albuquerque,Houston  ,1510,93,1,759
59000,2019,1,SHANDONG AIRLINES,4,Albuquerque,Houston  ,637,96,1,759
62713,2019,1,SILK AIR,5,Albuquerque,Houston  ,1139,98,1,759
62714,2019,1,SINGAPORE AIRLINES,5,Albuquerque,Houston  ,1510,97,1,759
62715,2019,1,SRILNKAN AIRWAYS,5,Albuquerque,Houston  ,636,94,1,759
64811,2019,1,SWISS AIR,5,Albuquerque,Houston  ,1143,101,1,759
64812,2019,1,TAJIK AIR,5,Albuquerque,Houston  ,1522,104,1,759
64813,2019,1,THAI AIR ASIA,5,Albuquerque,Houston  ,637,107,1,759
68527,2019,1,THAI AIRWAYS,6,Albuquerque,Houston  ,618,100,1,759
68528,2019,1,THOMAS COOK AIRLINES U.K.,6,Albuquerque,Houston  ,1354,90,1,759
136030,2019,1,TIGER AIRWAYS,2,Albuquerque,Houston  ,1600,102,1,759
136031,2019,1,TRANSAERO AIRLINES,2,Albuquerque,Houston  ,1151,99,1,759
136032,2019,1,TURKISH AIRLINES,2,Albuquerque,Houston  ,652,105,1,759
139906,2019,1,TURKMENISTAN AIRLINES,3,Albuquerque,Houston  ,1049,92,1,759
139907,2019,1,UNITED AIRLINES,3,Albuquerque,Houston  ,1636,91,1,759
